,date,id,tweet,userid
0,2017-12-13 16:02:57,940975336996704256,"There is a power outage on the North Side of Main St. in Sayville. We have no phone and no internet but we are open! 
Call 631-780-6591 and talk to Mike at Smithtown Running Company if you have any questions. Sorry for the inconvenience PSEG is working on the issue.",b'SayvilleRunning'
1,2017-12-04 02:15:17,937505557245775873,"At approximately 7:50 p.m. tonight, Prudential Center experienced a brief power outage. Power was quickly restored and tonight’s performance is proceeding as scheduled.
 
Prudential Center has been in close communication with its partner, PSEG, regarding tonight’s brief outage.",b'PruCenter'
2,2017-11-19 22:27:12,932374728085471233,"That better be the last power outage this weekend. I mean it, PSEG.",b'chryslap'
3,2017-11-19 17:13:11,932295704164302850,There is a power outage in the area of Piermont Ave between Ruckman & Kinderkamack. @PSEGdelivers is aware & responding. If you lost power do not call the HPD. Contact PSEG.,b'HillsdaleOEMNJ'
4,2017-11-09 02:14:50,928445747963531264,Power outage AGAIN!!! 3 night in a row. PSEG,b'FaroudSadik'
5,2017-10-31 17:10:14,925409592556773376,PSEG launching new power outage notification service http://dlvr.it/PyXZDZ pic.twitter.com/BNC205j2y8,b'LawngIsland'
6,2017-10-30 11:13:58,924957544400818176,Due to power outage ALL A.M. CLASSES will be cancelled.   We are waiting on PSEG & hope to restore by evening. STAY TUNED.,b'BarreTiqueFit'
7,2017-10-30 09:54:38,924937579983704064,To report a power outage to PSEG LI: (800) 490-0075 #hamptonshttps://twitter.com/EHStar/status/924930759114346496 …,b'11930Chamber'
8,2017-10-24 20:46:42,922927350853062656,Power outage in the Ackerman ave wortendyke section of town. If you're without power call PSEG direct NOT the police,b'emersonpolice'
9,2017-10-23 22:25:28,922589817589903360,Bring in outdoor items that might blow around. If power outage occurs call PSEG directly. https://twitter.com/NWSNewYorkNY/status/922584778041421824 …,b'emersonpolice'
10,2017-10-22 11:43:15,922065814223839232,Another power outage in #JerseyCity....oh goody! This happens way more frequently than it should. #PSEG #Electricity #Utilities,b'Jerzie_Gurl'
