,index,ID,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet,regex_clean_tweets,lemmed_tweet,nouns,proper_nouns,geopolitical_ents,aerial_(fly-over),drills/exercises,environmental,fire,infrastructure,mass_transit_disruption,mass_transit_restoration,missing_adult,missing_child/adolescent,parking,public_awareness,public_health,road_closure,school_notification,structural,utility,weather,temperature_f,wind_dir_degrees,wind_speed_mph,broken_clouds,drizzle,dust,few_clouds,fog,freezing_rain,haze,heavy_intensity_drizzle,heavy_intensity_rain,heavy_snow,heavy_thunderstorm,light_intensity_drizzle,light_intensity_shower_rain,light_rain,light_rain_and_snow,light_snow,mist,moderate_rain,overcast_clouds,proximity_thunderstorm,proximity_thunderstorm_with_drizzle,proximity_thunderstorm_with_rain,sand,sand/dust_whirls,scattered_clouds,shower_rain,sky_is_clear,smoke,snow,squalls,thunderstorm,thunderstorm_with_heavy_rain,thunderstorm_with_light_drizzle,thunderstorm_with_light_rain,thunderstorm_with_rain,very_heavy_rain,outage
125,2036,262998388755279872,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// bit.ly/Rj4n28  ,/RES911CUE/status/262998388755279872,32882388.0,RES911CUE,ConEd warns lower Manhattan customers possible power outages tonight Rj n,ConEd warns lower Manhattan customer possible power outage tonight Rj n ,ConEd customer power outage tonight ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4341,262998386440028160,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// tinyurl.com/9ue6fdm  ,/AKA_LEC/status/262998386440028160,138320684.0,AKA_LEC,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso tinyurl ue fdm,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso tinyurl ue fdm ,ConEd customer power outage tonight fdm ,Manhattan NEW YORK Reuters Consolidated Ediso ,Manhattan NEW Ediso ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1228,262998386293227520,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,US NEWS:  ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK ...  http:// bit.ly/V0TGHS    #news  #usnews  #inews,/UKANP/status/262998386293227520,236626872.0,UKANP,US NEWS ConEd warns lower Manhattan customers possible power outages tonight NEW YORK V TGHS news usnews inews,US NEWS ConEd warns lower Manhattan customer possible power outage tonight NEW YORK V TGHS news usnews inews ,customer power outage tonight news usnews inews ,US NEWS ConEd Manhattan NEW YORK V TGHS ,US Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,262998396321804289,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,http://www. 4li.org    |  ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// bit.ly/V0TGHS    [ #reuters  #News ],/aljazairnews/status/262998396321804289,94371778.0,aljazairnews,li org ConEd warns lower Manhattan customers possible power outages tonight V TGHS reuters News,li org ConEd warns lower Manhattan customer possible power outage tonight V TGHS reuters News ,org customer power outage tonight reuters ,li ConEd Manhattan V TGHS News ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3052,262998394660868096,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// bit.ly/Rj4n28  ,/PatriciaOcaNola/status/262998394660868096,393188124.0,PatriciaOcaNola,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso Rj n,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso Rj n ,ConEd customer power outage tonight ,Manhattan NEW YORK Reuters Consolidated Ediso Rj ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3869,262998398226014209,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// bit.ly/V0TGHS  ,/liveamericantv/status/262998398226014209,200055221.0,liveamericantv,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso V TGHS,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso V TGHS ,ConEd customer power outage tonight V TGHS ,Manhattan NEW YORK Reuters Consolidated Ediso ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,3949,262998410402070529,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// q.gs/2Tz4q  ,/andrewcarnegi15/status/262998410402070529,852964639.0,andrewcarnegi15,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso q gs Tz q,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso q g Tz q ,ConEd customer power outage tonight q Tz q ,Manhattan NEW YORK Reuters Consolidated Ediso g ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2679,262998418291580928,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// 2dvda.tk  ,/GhiInter/status/262998418291580928,576478385.0,GhiInter,ConEd warns lower Manhattan customers possible power outages tonight dvda tk,ConEd warns lower Manhattan customer possible power outage tonight dvda tk ,ConEd customer power outage tonight dvda ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,3053,262998422674620416,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// bit.ly/V0TGHS  ,/22FOURCOM/status/262998422674620416,462420179.0,22FOURCOM,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso V TGHS,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso V TGHS ,ConEd customer power outage tonight V TGHS ,Manhattan NEW YORK Reuters Consolidated Ediso ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,4145,262998426638237696,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// migre.me/bqoh3  ,/MakinTrickz/status/262998426638237696,878270551.0,MakinTrickz,ConEd warns lower Manhattan customers possible power outages tonight migre bqoh,ConEd warns lower Manhattan customer possible power outage tonight migre bqoh ,ConEd customer power outage tonight migre ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,4087,262998427812642816,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// bit.ly/V0TGHS  ,/newselleven/status/262998427812642816,859446558.0,newselleven,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso V TGHS,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso V TGHS ,ConEd customer power outage tonight V TGHS ,Manhattan NEW YORK Reuters Consolidated Ediso ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,4244,262998877513338881,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsnj  ,/ClassicWhite_k/status/262998877513338881,198507274.0,ClassicWhite_k,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsnj,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsnj ,ConEd customer power outage tonight dlvr ,Manhattan PKsnj ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,490,262998882798166017,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsq6  ,/RealJezzy/status/262998882798166017,504279674.0,RealJezzy,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsq,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsq ,ConEd customer power outage tonight ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2464,262998885172121600,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsqZ  ,/I_Diss_for_fun/status/262998885172121600,196098863.0,I_Diss_for_fun,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsqZ,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsqZ ,ConEd customer power outage tonight dlvr ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,3313,262998887533535232,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsrP  ,/Pilotfs14/status/262998887533535232,357551023.0,Pilotfs14,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsrP,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsrP ,ConEd customer power outage tonight PKsrP ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2265,262998886652719104,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsrC  ,/IamWellington_/status/262998886652719104,294514293.0,IamWellington_,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsrC,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsrC ,ConEd customer power outage tonight ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1610,262998884832387072,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsqV  ,/AyobamiJoel/status/262998884832387072,406263395.0,AyobamiJoel,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsqV,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsqV ,ConEd customer power outage tonight ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1675,262998891018997761,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// dlvr.it/2PKsrh  ,/kpita_/status/262998891018997761,637094947.0,kpita_,ConEd warns lower Manhattan customers possible power outages tonight dlvr PKsrh,ConEd warns lower Manhattan customer possible power outage tonight dlvr PKsrh ,ConEd customer power outage tonight dlvr PKsrh ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,787,262999202928422912,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight - Reuters  http:// bit.ly/YfogMS  ,/usbreakingnews/status/262999202928422912,64747471.0,usbreakingnews,ConEd warns lower Manhattan customers possible power outages tonight Reuters YfogMS,ConEd warns lower Manhattan customer possible power outage tonight Reuters YfogMS ,ConEd customer power outage tonight Reuters ,Manhattan YfogMS ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,3163,263000284815572992,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// feeds.reuters.com/~r/Reuters/dom esticNews/~3/duDTY88nymI/us-storm-sandy-coned-idUSBRE89S11X20121029   …,/PublikunCZAR/status/263000284815572992,48122327.0,PublikunCZAR,ConEd warns lower Manhattan customers possible power outages tonight feeds reuters r Reuters dom esticNews duDTY nymI us storm sandy coned idUSBRE S X,ConEd warns lower Manhattan customer possible power outage tonight feed reuters r Reuters dom esticNews duDTY nymI u storm sandy coned idUSBRE S X ,ConEd customer power outage tonight feed reuters r dom u storm sandy ,Manhattan Reuters idUSBRE S X ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,55,263001799781404672,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight -  http:// bit.ly/S85brr  ,/newselleven/status/263001799781404672,859446558.0,newselleven,ConEd warns lower Manhattan customers possible power outages tonight S brr,ConEd warns lower Manhattan customer possible power outage tonight S brr ,ConEd customer power outage tonight S brr ,Manhattan ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,826,263002020343070720,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight  http:// j.mp/SVTzsx    #USA  #Canada,/TheNorthNews/status/263002020343070720,225529921.0,TheNorthNews,ConEd warns lower Manhattan customers possible power outages tonight j mp SVTzsx USA Canada,ConEd warns lower Manhattan customer possible power outage tonight j mp SVTzsx USA Canada ,ConEd customer power outage tonight ,Manhattan SVTzsx USA Canada ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1856,263002134516224000,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,I've heard of some spotty  power   outages  in Highlands neighborhood of #WhitePlains  (cc @ConEdison ),/steinberg/status/263002134516224000,19215711.0,steinberg,I heard spotty power outages Highlands neighborhood WhitePlains cc ConEdison,I heard spotty power outage Highlands neighborhood WhitePlains cc ConEdison ,power outage neighborhood ,Highlands WhitePlains cc ConEdison ,Highlands ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,3393,263002821820030976,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// yhoo.it/VZeD7F  ,/Breaking_News/status/263002821820030976,14637737.0,Breaking_News,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso yhoo VZeD F,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso yhoo VZeD F ,ConEd customer power outage tonight yhoo F ,Manhattan NEW YORK Reuters Consolidated Ediso VZeD ,Manhattan NEW ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2500,263004866845237248,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,Do you think we'll have a  power   outage  here in deepest Manhattan? (@ConEd ),/MarieMyungOkLee/status/263004866845237248,41591401.0,MarieMyungOkLee,Do think power outage deepest Manhattan ConEd,Do think power outage deepest Manhattan ConEd ,power outage ,Manhattan ConEd ,Manhattan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2152,263006953175924736,2012-10-29 15:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  warns lower Manhattan customers of possible  power   outages  tonight: NEW YORK (Reuters) - Consolidated Ediso...  http:// yhoo.it/XNmumC  ,/moneyworlds/status/263006953175924736,281880911.0,moneyworlds,ConEd warns lower Manhattan customers possible power outages tonight NEW YORK Reuters Consolidated Ediso yhoo XNmumC,ConEd warns lower Manhattan customer possible power outage tonight NEW YORK Reuters Consolidated Ediso yhoo XNmumC ,ConEd customer power outage tonight yhoo XNmumC ,Manhattan NEW YORK Reuters Consolidated Ediso ,Manhattan NEW Ediso ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,4008,263025069083721730,2012-10-29 17:00:00,no media,False,False,no media,0.0,0.0,0.0,RT @robastorino   Power   outage  hotlines: (800) 75- CONED ; NYSEG (800) 572-1131 #Westchester  #Sandy,/ReyInsurance/status/263025069083721730,54708000.0,ReyInsurance,RT robastorino Power outage hotlines CONED NYSEG Westchester Sandy,RT robastorino Power outage hotlines CONED NYSEG Westchester Sandy ,robastorino Power outage hotlines ,RT CONED NYSEG Westchester Sandy ,RT ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.94,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
