,index,ID,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet,lemmed_tweet,nouns,proper_nouns,geopolitical_ents
474,1164,207613682845368320,2012-05-29 19:00:00,no media,False,False,no media,0.0,1.0,0.0,"-> @sammary  Con Ed responding to  power   outage  in Fresh Kills, SI. To report loss of electric, 1-800-75- CONED (26633) or  http://www. coned.com  ",/mMargretteRose/status/207613682845368320,247263042.0,mMargretteRose,"-> @sammary Con Ed responding to power outage in Fresh Kills , SI . To report loss of electric , 1-800- 75 - CONED ( 26633 ) or http://www . coned.com ",power outage loss CONED ,@sammary Con Ed Fresh Kills SI http://www ,
475,4332,212783954095386626,2012-06-13 01:00:00,no media,False,False,no media,0.0,0.0,0.0,@ conedison  fix my  power   outage  or face the wrath of anti- conedison  sentiment (pure hateration) via rap blogs tomorrow. cc: @mpheilbrunn,/tazriii/status/212783954095386626,228786213.0,tazriii,@ conedison fix my power outage or face the wrath of anti - conedison sentiment ( pure hateration ) via rap blog tomorrow . cc : @mpheilbrunn ,conedison power outage wrath sentiment hateration rap blog tomorrow cc ,,
476,98,212789281666777088,2012-06-13 02:00:00,no media,False,False,no media,0.0,0.0,0.0,RT @tazriii  @conedison  fix my  power   outage  or face the wrath of anti- conedison  sentiment (pure hateration) via rap blogs tomorrow. cc:...,/outagetracker/status/212789281666777088,117540093.0,outagetracker,RT @tazriii @conedison fix my power outage or face the wrath of anti - conedison sentiment ( pure hateration ) via rap blog tomorrow . cc : ... ,power outage wrath sentiment hateration rap blog tomorrow cc ,RT ,
477,892,212965423648485377,2012-06-13 13:00:00,no media,False,False,no media,0.0,1.0,4.0,Hilton New York has experienced a  power   outage  and  ConEd  is on site and investigating the situation.,/NYHiltonMidtown/status/212965423648485377,48389816.0,NYHiltonMidtown,Hilton New York ha experienced a power outage and ConEd is on site and investigating the situation . ,power outage site situation ,Hilton New York ConEd ,
478,1506,213003715458760704,2012-06-13 16:00:00,no media,False,False,no media,0.0,0.0,0.0,RT @hiltonnewyork : Hilton New York has experienced a  power   outage  and  ConEd  is on site and investigating the situation.,/HiltonGrandVac/status/213003715458760704,52470780.0,HiltonGrandVac,RT @hiltonnewyork : Hilton New York ha experienced a power outage and ConEd is on site and investigating the situation . ,power outage site situation ,RT Hilton New York ConEd ,
479,3348,213005935071858689,2012-06-13 16:00:00,no media,False,False,no media,0.0,0.0,1.0,We were told no evacuation is neccessary MT @HiltonNewYork  We've experienced a  power   outage .  ConEd  is on site & investigating the situation.,/nycgo_press/status/213005935071858689,288336783.0,nycgo_press,We were told no evacuation is neccessary MT @HiltonNewYork We've experienced a power outage . ConEd is on site & investigating the situation . ,evacuation power outage ConEd site situation ,MT @HiltonNewYork ,MT 
480,841,215532912186114049,2012-06-20 15:00:00,no media,False,False,no media,0.0,0.0,0.0,One hot day and  CONED  is already talking about a  power   outage  in our area??? This will be a swell summer!!!,/stefanheld/status/215532912186114049,92589217.0,stefanheld,One hot day and CONED is already talking about a power outage in our area ? ? ? This will be a swell summer ! ! ! ,day power outage area swell summer ,CONED ,
481,3004,215580629822218240,2012-06-20 19:00:00,no media,False,False,no media,0.0,0.0,1.0,"To keep tabs on  ConEd   power   outages  in NYC, here's a map:  http:// apps.coned.com/stormcenter_ex ternal/default.html   …",/christinaboyle/status/215580629822218240,17685505.0,christinaboyle,"To keep tab on ConEd power outage in NYC , here's a map : http :/ / apps.coned.com/stormcenter_ex ternal / default.html … ",tab power outage map default.html … ,ConEd NYC ,NYC 
482,737,215581339825606656,2012-06-20 19:00:00,no media,False,False,no media,0.0,0.0,1.0,"According to #ConEd 's  outage  map, #Queens  has about 20  outages .  Have you lost  power ?  http:// queenscourier.com/2012/queens-co mmunities-facing-brownouts/   …",/QNS/status/215581339825606656,24560143.0,QNS,"According to #ConEd ' s outage map , #Queens ha about 20 outage . Have you lost power ? http :/ / queenscourier.com/2012/queens-co mmunities-facing-brownouts / … ",s outage map outage power http mmunities brownouts … ,ConEd Queens queenscourier.com/2012/queens-co ,
483,2460,215899894924316672,2012-06-21 16:00:00,no media,False,False,no media,0.0,0.0,0.0,"Doesn't  ConEd , JCP&L, etc. get paid to make sure the  power  stays on, regardless of the usage? There shouldn't be any  outages .",/khryste8/status/215899894924316672,364545622.0,khryste8,"Doesn't ConEd , JCP & L , etc . get paid to make sure the power stay on , regardless of the usage ? There shouldn't be any outage . ",power usage outage ,ConEd JCP L ,
484,1891,216198778720485378,2012-06-22 11:00:00,no media,False,False,no media,0.0,0.0,0.0,power   outage  in ur neighborhood make sure to call 511(MTA) & ConEd  to provide u wit an AC Bus as they cater Borough Park immediately Y not us,/BIGMAINE_HB/status/216198778720485378,47365375.0,BIGMAINE_HB,power outage in ur neighborhood make sure to call 511 ( MTA ) & ConEd to provide u wit an AC Bus a they cater Borough Park immediately Y not u ,power outage neighborhood wit ,MTA ConEd AC Bus Borough Park Y ,
485,1770,216269074752225281,2012-06-22 16:00:00,no media,False,False,no media,0.0,0.0,0.0,"BEHOLD NEW YORKERS! A  ConEd  map of  power   outages  in real-time. TAKE HEED. I'm looking at you, Brooklyn.  http:// apps.coned.com/stormcenter_ex ternal/default.html   …",/patstronaut/status/216269074752225281,189163859.0,patstronaut,"BEHOLD NEW YORKERS ! A ConEd map of power outage in real-time . TAKE HEED . I'm looking at you , Brooklyn . http :/ / apps.coned.com/stormcenter_ex ternal / default.html … ",YORKERS map power outage time default.html … ,BEHOLD ConEd HEED Brooklyn http ,Brooklyn 
486,104,216363066181427201,2012-06-22 22:00:00,no media,False,False,no media,0.0,0.0,1.0,RT @VinnyMok : Good old Middle Village never fails with the  power   outages  #coned  #timeforanupgrade  #conedripoff,/simoneonphone/status/216363066181427201,32589035.0,simoneonphone,RT @VinnyMok : Good old Middle Village never fails with the power outage #coned #timeforanupgrade #conedripoff ,@VinnyMok power outage # conedripoff ,RT Middle Village ,
487,956,218915056480555008,2012-06-29 23:00:00,no media,False,False,no media,0.0,0.0,0.0,# ConEd  strike during a possible heat wave and likelihood of a  power   outage .....WONDERFUL! #LOVENYC,/AJRosenburg/status/218915056480555008,477060542.0,AJRosenburg,# ConEd strike during a possible heat wave and likelihood of a power outage ... WONDERFUL ! #LOVENYC ,ConEd strike heat wave likelihood power outage WONDERFUL LOVENYC ,,
488,1008,219434161327448065,2012-07-01 10:00:00,no media,False,False,no media,0.0,0.0,0.0,"RT @miaaculpa 
@jackwadeshow   ConEd  locked out workers.  Power   outages  already occurring. ; (  || Here's to a favorable outcome! #union",/jackwadeshow/status/219434161327448065,64397500.0,jackwadeshow,RT @miaaculpa @jackwadeshow ConEd locked out worker . Power outage already occurring . ; ( | | Here's to a favorable outcome ! #union ,worker Power outage outcome # union ,RT @jackwadeshow ConEd ,RT @miaaculpa 
489,2573,219434228209827840,2012-07-01 10:00:00,no media,False,False,no media,0.0,0.0,2.0,NYC is having  power   outages  due to the heat how does Con Edison address the problem ? By locking out union workers ? #conedison,/garak99/status/219434228209827840,16047618.0,garak99,NYC is having power outage due to the heat how doe Con Edison address the problem ? By locking out union worker ? #conedison ,power outage heat doe problem union worker conedison ,NYC Con Edison ,
490,2922,219510742272057345,2012-07-01 15:00:00,no media,False,False,no media,0.0,0.0,0.0,So @conedison  is trying to prevent  outages  by lowering  power  levels in neighborhoods. My AC at its highest setting feels like a regular fan.,/tresbienne/status/219510742272057345,15020329.0,tresbienne,So @conedison is trying to prevent outage by lowering power level in neighborhood . My AC at it highest setting feel like a regular fan . ,outage power level neighborhood AC feel fan ,@conedison ,
491,1574,219522527217729537,2012-07-01 16:00:00,no media,False,False,no media,0.0,0.0,0.0,Coned   power   outage  feed is back online. Follow @Stormpocalypse .,/ckundo/status/219522527217729537,14789862.0,ckundo,Coned power outage feed is back online . Follow @Stormpocalypse . ,power outage feed @Stormpocalypse ,,
492,2696,219533884109496323,2012-07-01 16:00:00,no media,False,False,no media,0.0,1.0,0.0,# ConEd  #union  warns of  power  #outages  amid labor strife  http:// bit.ly/LPvBR3  ,/eDooleyNoted/status/219533884109496323,260814309.0,eDooleyNoted,# ConEd #union warns of power #outages amid labor strife http :/ / bit.ly/LPvBR3 ,ConEd # union power outages labor http ,,
493,3051,219728241756352513,2012-07-02 05:00:00,no media,False,False,no media,0.0,0.0,0.0,# ConEd  has a  power   outage  map on it's site.... #cool  but my building isn't marked? pic.twitter.com/g7nqspue,/jonhsu/status/219728241756352513,23554122.0,jonhsu,# ConEd ha a power outage map on it's site ... #cool but my building isn't marked ? pic.twitter.com/g7nqspue ,ConEd power outage map site building ,,
494,1293,220097694973165568,2012-07-03 06:00:00,no media,False,False,no media,0.0,0.0,0.0,I'm going to need  ConEd  to come to favorable terms and end this strike.  I don't like the threat of a  power   outage  hanging over my head.,/MsGlea/status/220097694973165568,18057356.0,MsGlea,I'm going to need ConEd to come to favorable term and end this strike . I don't like the threat of a power outage hanging over my head . ,term strike threat power outage head ,ConEd ,
495,1760,220189512268124161,2012-07-03 12:00:00,no media,False,False,no media,0.0,0.0,0.0,Con Ed  Power   Outage  Map:  http:// apps.coned.com/stormcenter_ex ternal/default.html   …   Mgmt is On It.  Stop scaring people JohMelia  #ConEd,/Teldar_and_Co/status/220189512268124161,625242057.0,Teldar_and_Co,Con Ed Power Outage Map : http :/ / apps.coned.com/stormcenter_ex ternal / default.html … Mgmt is On It . Stop scaring people JohMelia #ConEd ,default.html people ConEd ,Con Ed Power Outage Map http Mgmt JohMelia ,
496,4128,220426805822230529,2012-07-04 04:00:00,no media,False,False,no media,0.0,0.0,0.0,Con Ed lockout puts New York in danger of  power   outages  during heat wave  http:// ow.ly/c0nXf    #ConEd  #Entergy   #workers,/INTYSSE/status/220426805822230529,367971143.0,INTYSSE,Con Ed lockout put New York in danger of power outage during heat wave http :/ / ow.ly/c0nXf #ConEd #Entergy #workers ,danger power outage heat wave http ConEd # Entergy workers ,Con Ed New York ,New York 
497,471,220467001636818944,2012-07-04 06:00:00,no media,False,False,no media,0.0,0.0,1.0,RT @CarbohydrateD   ConEd  responding to  power   outage  in Williams Bridge section of BX. @Darkside217  not a nice area to LOSE  power !...,/outagetracker/status/220467001636818944,117540093.0,outagetracker,RT @CarbohydrateD ConEd responding to power outage in Williams Bridge section of BX . @Darkside217 not a nice area to LOSE power ! ... ,power outage section @Darkside217 area power ,RT ConEd Williams Bridge BX LOSE ,BX 
498,289,220554948377706497,2012-07-04 12:00:00,no media,True,False,no media,0.0,0.0,0.0,@ NewYorkPost  Heard Deutsche Welle rep on C-Span: German people would never accept  Power   Outage  re  ConEd . Germans pay 21/2 times US ElecRate,/Michaelmrw/status/220554948377706497,100625142.0,Michaelmrw,@ NewYorkPost Heard Deutsche Welle rep on C-Span : German people would never accept Power Outage re ConEd . Germans pay 21/2 time US ElecRate ,rep Span people time ,Heard Deutsche Welle C Power Outage ConEd Germans US ElecRate ,US 
499,1546,220574026316263424,2012-07-04 13:00:00,no media,False,False,no media,0.0,0.0,0.0,Con Ed lockout puts New York in danger of  power   outages  during heat wave  http:// ow.ly/c0nW8    #ConEd  #Entergy   #workers,/IYSSE_US/status/220574026316263424,494626920.0,IYSSE_US,Con Ed lockout put New York in danger of power outage during heat wave http :/ / ow.ly/c0nW8 #ConEd #Entergy #workers ,danger power outage heat wave http ConEd # Entergy workers ,Con Ed New York ,New York 
500,4293,220590780450996224,2012-07-04 14:00:00,no media,False,False,no media,0.0,0.0,0.0,NY Post covers the @conedison   power   outage  in park slope and asks us a few questions  http://www. nypost.com/p/news/local/b rooklyn/steamed_at_con_ed_LcuYWkJxhmkRGydElZpIjM?utm_medium=rss&utm_content=Brooklyn   …,/BarkHotDogs/status/220590780450996224,39316725.0,BarkHotDogs,NY Post cover the @conedison power outage in park slope and asks u a few question http://www . nypost.com/p/news/local/b rooklyn / steamed_at_con_ed_LcuYWkJxhmkRGydElZpIjM ? utm_medium = r & utm_content = Brooklyn … ,power outage park slope question rooklyn r ,NY Post @conedison http://www steamed_at_con_ed_LcuYWkJxhmkRGydElZpIjM utm_medium utm_content Brooklyn ,Brooklyn 
501,1038,220634404677103617,2012-07-04 17:00:00,no media,False,False,no media,0.0,0.0,0.0,Con Ed lockout puts New York in danger of  power   outages  during heat wave  http:// ow.ly/c0nWv    #ConEd  #Entergy   #workers,/IYSSE_US/status/220634404677103617,494626920.0,IYSSE_US,Con Ed lockout put New York in danger of power outage during heat wave http :/ / ow.ly/c0nWv #ConEd #Entergy #workers ,danger power outage heat wave http ConEd # Entergy workers ,Con Ed New York ,New York 
502,4156,220686045149270016,2012-07-04 21:00:00,no media,False,False,no media,0.0,0.0,0.0,Con Ed lockout puts New York in danger of  power   outages  during heat wave  http:// ow.ly/c0nY6    #ConEd  #Entergy   #workers,/KarlMarx200yrs/status/220686045149270016,234440998.0,KarlMarx200yrs,Con Ed lockout put New York in danger of power outage during heat wave http :/ / ow.ly/c0nY6 #ConEd #Entergy #workers ,danger power outage heat wave http # Entergy workers ,Con Ed New York ConEd ,New York 
503,193,220895172802781185,2012-07-05 11:00:00,no media,False,False,no media,0.0,0.0,0.0,A real  power  lunch! Locked out  ConEd  wrkrs help Brklyn biz hurt by Con Ed  outages . via @nypost .  http:// nyp.st/LUPr72    #1u  @aflcio  @dc37  #day5,/CentralLaborNYC/status/220895172802781185,430834036.0,CentralLaborNYC,A real power lunch ! Locked out ConEd wrkrs help Brklyn biz hurt by Con Ed outage . via @nypost . http :/ / nyp.st/LUPr72 #1u @aflcio @dc37 #day5 ,power lunch wrkrs help biz outage nyp.st/LUPr72 day5 ,ConEd Brklyn Con Ed ,Brklyn 
504,730,221019305595256832,2012-07-05 19:00:00,no media,False,False,no media,0.0,0.0,0.0,CAPITALIST CLASS WARFARE: #ConEdison  lockout puts #NY  in danger of  power   outages  during heat wave 7/5/12 #NYC   http:// fb.me/21AonwQ8r  ,/L_O_T_S_I/status/221019305595256832,97395656.0,L_O_T_S_I,CAPITALIST CLASS WARFARE : #ConEdison lockout put #NY in danger of power outage during heat wave 7/5 / 12 #NYC http :/ / fb.me/21AonwQ8r ,CLASS WARFARE danger power outage heat wave # http fb.me/21AonwQ8r ,ConEdison NY NYC :/ ,
505,1042,221080979094253569,2012-07-05 23:00:00,no media,False,False,no media,0.0,0.0,0.0,"West Virginia struggles with  power   outages  amid new storms  http://www. southbendtribune.com/sns-rt-us-usa- weather-powerbre8640qk-20120705,0,3091598.story   … . #ConEdison  criticized fr a brownout in this heat wave",/Teldar_and_Co/status/221080979094253569,625242057.0,Teldar_and_Co,"West Virginia struggle with power outage amid new storm http://www . southbendtribune.com/sns-rt-us-usa- weather-powerbre 8640qk -20120705,0 , 3091598.story … . #ConEdison criticized fr a brownout in this heat wave ",struggle power outage storm sns rt usa- weather powerbre 8640qk … brownout heat wave ,West Virginia http://www ConEdison ,West Virginia 
506,455,221460514683879425,2012-07-07 00:00:00,no media,False,False,no media,0.0,0.0,0.0,@ coned  now reporting  power   outages  in various parts of the city? really? give your workers what they deserve bring them back to work.,/Jonjon285/status/221460514683879425,570519303.0,Jonjon285,@ coned now reporting power outage in various part of the city ? really ? give your worker what they deserve bring them back to work . ,power outage part city worker work ,,
507,491,221587341821743105,2012-07-07 08:00:00,no media,False,False,no media,0.0,1.0,0.0,"10 ways to reduce electricity use: save money, help avoid potential @ConEdison   power   outage  @everythingnyc   http:// j.mp/N6sO1r  ",/NYCCheap/status/221587341821743105,95912278.0,NYCCheap,"10 way to reduce electricity use : save money , help avoid potential @ConEdison power outage @everythingnyc http :/ / j.mp/N6sO1r ",way electricity use money power outage j.mp/N6sO1r ,@ConEdison ,
508,3222,222360749673160704,2012-07-09 12:00:00,no media,False,False,no media,0.0,0.0,0.0,@ ConEdison  removes  power   outage  updates from website because of targeting and harassing  http:// ow.ly/c73jt    #strike  #lockout,/UtilityDive/status/222360749673160704,284638893.0,UtilityDive,@ ConEdison remove power outage update from website because of targeting and harassing http :/ / ow.ly/c73jt #strike #lockout ,power outage update website http ow.ly/c73jt # strike lockout ,ConEdison ,
509,180,222360958931177472,2012-07-09 12:00:00,no media,False,False,no media,0.0,0.0,1.0,"Heated dispute:  ConEd  lockout continues as #NYC  bakes via @rt_com   http:// rt.com/usa/news/coned -lockout-new-york-heat-686/   …  ""puts New Yorkers at risk of  power   outages """,/WTFRLY/status/222360958931177472,374895381.0,WTFRLY,"Heated dispute : ConEd lockout continues a #NYC bakes via @rt_com http :/ / rt.com/usa/news/coned - lockout-new-york-heat - 686 / … "" put New Yorkers at risk of power outage "" ",dispute ConEd bakes @rt_com http lockout york heat … risk power outage ,NYC New Yorkers ,
510,3842,222365781818740736,2012-07-09 12:00:00,no media,False,False,no media,0.0,0.0,0.0,RT @UtilityDive  @ConEdison  removes  power   outage  updates from website because of targeting and harassing  http:// ow.ly/c73jt    #strike ...,/outagetracker/status/222365781818740736,117540093.0,outagetracker,RT @UtilityDive @ConEdison remove power outage update from website because of targeting and harassing http :/ / ow.ly/c73jt #strike ... ,power outage update website http ow.ly/c73jt # strike ,RT @UtilityDive @ConEdison ,RT 
511,366,222383868748111874,2012-07-09 13:00:00,no media,False,False,no media,0.0,0.0,0.0,ConEd  pulls  power   outage  updates as a safety measure? Is it really that hard to find a truck without their updates?  http:// bit.ly/LYIo1M  ,/seangriffey/status/222383868748111874,17872174.0,seangriffey,ConEd pull power outage update a a safety measure ? Is it really that hard to find a truck without their update ? http :/ / bit.ly/LYIo1M ,ConEd pull power outage safety measure truck update http bit.ly/LYIo1M ,,
512,2625,222461542971604994,2012-07-09 18:00:00,no media,False,False,no media,0.0,0.0,0.0,Is Union Busting to Blame for  Power   Outages  in DC?  http:// bit.ly/NtAY4m    (What abt @ConEdison  brownouts in #Brooklyn  last wknd?) #ConEdGreed,/ALIGNny/status/222461542971604994,73407643.0,ALIGNny,Is Union Busting to Blame for Power Outages in DC ? http :/ / bit.ly/NtAY4m ( What abt @ConEdison brownout in #Brooklyn last wknd ? ) #ConEdGreed ,abt brownout wknd ,Union Blame Power Outages DC http bit.ly/NtAY4m @ConEdison Brooklyn ,DC 
513,855,222498612461056000,2012-07-09 21:00:00,no media,False,False,no media,0.0,2.0,1.0,"Note to @UWUA_Local_1_2 : Maybe you should't have done such a good job over the past 6 months, now we have no  power   outages ! #conEd",/OccupyManholes/status/222498612461056000,623963105.0,OccupyManholes,"Note to @UWUA_Local_1_2 : Maybe you should't have done such a good job over the past 6 month , now we have no power outage ! #conEd ",job month power outage # conEd ,,
514,560,223059133283303425,2012-07-11 10:00:00,no media,True,False,no media,0.0,0.0,0.0,@ Newyorkist  why can't we sue #ConEd  for  power   outages ?,/solomon_456/status/223059133283303425,204540950.0,solomon_456,@ Newyorkist why can't we sue #ConEd for power outage ? ,ConEd power outage ,Newyorkist ,
515,2145,223059282327896064,2012-07-11 10:00:00,no media,True,False,no media,0.0,0.0,0.0,@ DantePosh  why can't we sue #ConEd  for  power   outages ?,/solomon_456/status/223059282327896064,204540950.0,solomon_456,@ DantePosh why can't we sue #ConEd for power outage ? ,ConEd power outage ,DantePosh ,
516,963,223431529777471489,2012-07-12 11:00:00,no media,False,False,no media,0.0,0.0,0.0,"Facts on #ConEd  w CEO #Burke  - longest blackouts in NYC history, unsafe working conditions & culture of underreporting  power   outages",/Sashagfriend/status/223431529777471489,431621024.0,Sashagfriend,"Facts on #ConEd w CEO #Burke - longest blackout in NYC history , unsafe working condition & culture of underreporting power outage ",Facts CEO blackout history working condition culture power outage ,ConEd Burke NYC ,NYC 
517,925,224094376463302656,2012-07-14 06:00:00,no media,False,False,no media,0.0,0.0,0.0,Woke up to find  power  out. Anyone else in #astoria ? #coned  #poweroutage ?,/JennReichert/status/224094376463302656,44882424.0,JennReichert,Woke up to find power out . Anyone else in #astoria ? #coned #poweroutage ? ,power Anyone astoria poweroutage ,,
518,2033,224840988349313024,2012-07-16 08:00:00,no media,False,False,no media,0.0,0.0,0.0,@ ConEdison  great job yesterday handling the  power   outage . Great communication and fast restoration of  power . Thanks!,/owensdad00/status/224840988349313024,38364640.0,owensdad00,@ ConEdison great job yesterday handling the power outage . Great communication and fast restoration of power . Thanks ! ,job yesterday power outage communication restoration power Thanks ,ConEdison ,
519,385,224863471672623106,2012-07-16 09:00:00,no media,True,False,no media,0.0,0.0,0.0,"@ JuneMo41  @ConEdison  How have you suffered?  the most  power   outages  yesterday were in Staten Island, where union is still on the job",/Teldar_and_Co/status/224863471672623106,625242057.0,Teldar_and_Co,"@ JuneMo 41 @ConEdison How have you suffered ? the most power outage yesterday were in Staten Island , where union is still on the job ",power outage yesterday union job ,JuneMo @ConEdison Staten Island ,Staten Island 
520,1434,224956536559112192,2012-07-16 15:00:00,no media,False,False,no media,0.0,0.0,0.0,"ConEd  reminds us: If there is a  power   outage  you can go online to report it. Funny, but my computer runs on that "" power - outage "" stuff.",/connorsnyc/status/224956536559112192,98384201.0,connorsnyc,"ConEd reminds u : If there is a power outage you can go online to report it . Funny , but my computer run on that "" power - outage "" stuff . ",ConEd power outage computer power outage stuff ,,
521,629,225002155055124480,2012-07-16 19:00:00,no media,False,False,no media,0.0,0.0,0.0,"Con Edi respondS to a  power   outageS  on City Island. To report a loss NOW, contact Con Edison at 1-800-75- CONED (26633 -http://www.coned.com",/CIMAGES/status/225002155055124480,301954928.0,CIMAGES,"Con Edi respondS to a power outageS on City Island . To report a loss NOW , contact Con Edison at 1-800- 75 - CONED ( 26633 - http://www.coned.com ",power loss contact CONED ,Con Edi respondS outageS City Island Con Edison ,
522,1969,225648462786596864,2012-07-18 13:00:00,no media,False,False,no media,0.0,0.0,1.0,"Con Ed responding to a  power   outage  in the northeast Bronx. To report service loss, call  ConEd  at 1-800-752-6633 or  http:// coned.com  ",/res7cuefox5/status/225648462786596864,64133160.0,res7cuefox5,"Con Ed responding to a power outage in the northeast Bronx . To report service loss , call ConEd at 1-800-752-6633 or http :/ / coned.com ",power outage service loss http ,Con Ed Bronx ConEd ,Bronx 
