,date,id,tweet,userid
0,2017-08-22 13:27:41,899986434379190272,@ConEdison just had a power outage on 3rd ave between 33rd and 34th,b'Jillemmy'
1,2017-08-18 23:58:43,898695688480882688,NotifyNYC: .ConEdison is responding to a power outage in SI ZIPs 10309 & 10312.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
2,2017-08-18 23:56:50,898695213488549888,.@ConEdison is responding to a power outage in SI ZIPs 10309 & 10312.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
3,2017-08-15 15:52:30,897486165422608388,All power has been restored after power outage in Dyker Heights this morning! @ConEdison http://ow.ly/q2Yk30eqr2H ,b'bklyner'
4,2017-08-15 15:17:04,897477246797131778,Good morning. We are aware of a power outage at 2400 Nostrand Avenue. Please DM us for information and provide your contact number. ~SKS,b'ConEdison'
5,2017-08-15 10:23:41,897403414883258369,"NotifyNYC: .ConEdison is responding to a power outage in Dyker Loop, BK; ZIP code: 11228. Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
6,2017-08-15 10:23:16,897403309480435713,".@ConEdison is responding to a power outage in Dyker Loop, BK; ZIP code: 11228. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
7,2017-08-15 04:38:25,897316523836047364,"NotifyNYC: .ConEdison ConEd is responding to a power outage in Glen Oaks, QN, ZIPs: 11004 & 11005.  Report service loss: 1-800-75-CONED.",b'EastCoast911IA'
8,2017-08-15 04:32:07,897314939911778304,".@ConEdison ConEd is responding to a power outage in Glen Oaks, QN, ZIPs: 11004 & 11005.  Report service loss: 1-800-75-CONED.",b'NotifyNYC'
9,2017-08-09 01:28:50,895094486275174400,"Would have a power outage trying to record my podcast episodes. @ConEdison need to get on it, stat!",b'jonillames'
10,2017-08-07 21:36:42,894673681158426624,@ConEdison WTF. Power outage again!!!!,b'tmurphy21'
11,2017-08-07 15:39:05,894583684073799681,"NotifyNYC: .ConEdison is responding to a power outage in The Bronx, ZIPs 10470 & 10471.  Report service loss: 1-80… http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
12,2017-08-07 15:29:37,894581301952614402,".@ConEdison is responding to a power outage in The Bronx, ZIPs 10470 & 10471.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
13,2017-08-07 15:06:51,894575573623873536,"Anyone else in Woodlawn Heights, Bronx 10470 experiencing a power outage? @ConEdison",b'lopsjor'
14,2017-08-07 02:51:15,894390451800854528,@ConEdison Power outage in my building on 106 st after a day of flickering lights. What is going on?,b'break2bits'
15,2017-07-30 04:46:19,891520305432285185,"NotifyNYC: .ConEdison is responding to a power outage in Gravesend, BK, ZIP: 11223.  Report service loss: 1-800-75… http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
16,2017-07-30 04:44:02,891519731198570497,".@ConEdison is responding to a power outage in Gravesend, BK, ZIP: 11223.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
17,2017-07-30 04:11:20,891511502792007681,Sooo power outage in Brooklyn @ConEdison hopefully it's up and running soon,b'LorealT'
18,2017-07-29 19:48:40,891385002356858882,Really @ConEdison its not even a hot day & we hav a power outage? Smh,b'Brooklyynnboo'
19,2017-07-28 19:46:26,891022051426930689,"NotifyNYC: .ConEdison ConEd is responding to a power outage in Staten Island, ZIPs: 10309 & 10312.  Report service loss: 1-800-75-CONED.",b'EastCoast911IA'
20,2017-08-22 13:27:41,899986434379190272,@ConEdison just had a power outage on 3rd ave between 33rd and 34th,b'Jillemmy'
