,date,id,tweet,userid
0,2017-05-30 15:58:06,869583708197662721,NotifyNYC: .ConEdison is responding to a power outage in QN; ZIP: 11414.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
1,2017-05-30 15:55:25,869583031853617152,.@ConEdison is responding to a power outage in QN; ZIP: 11414.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
2,2017-05-22 11:20:22,866614708576681984,NotifyNYC: .ConEdison ConEd is responding to a power outage in BX ZIPs: 10467 & 10469.  Report service loss: 1-800… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
3,2017-05-22 11:20:04,866614635788718080,.@ConEdison ConEd is responding to a power outage in BX ZIPs: 10467 & 10469.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
4,2017-05-13 23:22:09,863534860635430914,@ConEdison @OfficialLivePD #livepd power outage at A&E HEADQUARTERS!,b'nhldevils97'
5,2017-05-13 23:16:32,863533446945271809,Good evening. Please provide us with your address and cross streets to report a power outage. Thank you. ~SBO,b'ConEdison'
6,2017-05-11 20:53:10,862772594940014596,Sorry to hear this. You can report power outage to ConEdison by calling 800-752-6633 or online: http://bit.ly/2qxmSfQ  1/2,b'nyc311'
7,2017-05-10 10:39:15,862255707034353664,"There is power outage in new rochelle ?
@ConEdison #new rochelle",b'strongman2011'
8,2017-05-10 00:41:22,862105246289580032,"The @ConEdison transformer substation that leaked 37,000 gal of oil into the East River also caused power-outage delays at Dekalb BDNQRW",b'TSDrown'
9,2017-05-09 13:29:20,861936124440260609,Good morning. We are aware of the power outage and have a crew at the location. ~SS,b'ConEdison'
10,2017-05-08 19:50:18,861669607903555584,"NotifyNYC: .ConEdison responding to a power outage in BX ZIPs 10466, 10469, 10475.  Report service loss: 1-800-75-… http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
11,2017-05-08 19:47:09,861668815343681536,".@ConEdison responding to a power outage in BX ZIPs 10466, 10469, 10475.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
12,2017-05-08 19:31:15,861664813671481345,"If there is a power outage, please DM us your address. ~SS",b'ConEdison'
13,2017-05-08 19:07:22,861658803078561793,"@ConEdison my block has a power outage,",b'Nickki_H'
14,2017-05-07 17:12:04,861267398711803909,@ConEdison system wide power outage. @MTA offered 1 free fare tix. I HAVE UNLIMITED METROCARD YOU IDIOTS. Missed rehearsal= missed $pic.twitter.com/HtvQTkngn3,b'sehrialese'
15,2017-05-07 17:04:29,861265492392235014,Usual chaos and ineptitude on @MTA with trains pulled from service and riders kicked off b/c of  power outage @ConEdison. #Q train,b'newyorkjo'
16,2017-05-06 20:30:43,860955005267972096,If you wish to track the progress of a power outage please visit our website: https://www.coned.com/en/services-and-outages/report-track-service-issue … ~SBO,b'ConEdison'
17,2017-05-06 20:23:44,860953247141507076,"@ConEdison hello, is there a power outage in nyc at the momment?",b'RedXPower'
18,2017-05-02 22:34:19,859536559665799170,"NotifyNYC: .ConEdison Power Outage in Hollis, QN: Zip Codes 11412 and 11423. Report service loss: 1-800-752-6633. ASL: …",b'EastCoast911IA'
19,2017-05-02 22:21:40,859533373907365888,".@ConEdison Power Outage in Hollis, QN: Zip Codes 11412 and 11423. Report service loss: 1-800-752-6633. ASL: http://bit.ly/1u2Z88W  .",b'NotifyNYC'
20,2017-05-30 15:58:06,869583708197662721,NotifyNYC: .ConEdison is responding to a power outage in QN; ZIP: 11414.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
21,2017-05-30 15:55:25,869583031853617152,.@ConEdison is responding to a power outage in QN; ZIP: 11414.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
22,2017-05-22 11:20:22,866614708576681984,NotifyNYC: .ConEdison ConEd is responding to a power outage in BX ZIPs: 10467 & 10469.  Report service loss: 1-800… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
23,2017-05-22 11:20:04,866614635788718080,.@ConEdison ConEd is responding to a power outage in BX ZIPs: 10467 & 10469.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
