,date,id,tweet,userid
0,2017-09-24 19:41:39,912039347221880832,"@ConEdison power outage - no AC - 16th St between 5th & 6th South Slope 11215
It's 90 degrees out...and 85 inside apt",b'victoriajbd'
1,2017-09-24 11:53:03,911921418803310592,NotifyNYC: .ConEdison ConEd is responding to a power outage in BX ZIP 10467.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
2,2017-09-24 11:50:35,911920798268579842,.@ConEdison ConEd is responding to a power outage in BX ZIP 10467.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
3,2017-09-09 16:12:10,906550810473062408,"NotifyNYC: .ConEdison ConEd is responding to a power outage in Staten Island, ZIP 10306.  Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
4,2017-09-09 16:10:05,906550283798491138,".@ConEdison ConEd is responding to a power outage in Staten Island, ZIP 10306.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
5,2017-09-06 16:17:46,905465055550070784,"@ConEdison completely blocking Cabrini from 181st to 187th at noon with no permit, no power outage.   @NYC_DOT ?  180 Cabrini, Manhattan.pic.twitter.com/QvJdhLL5vT",b'MTANotOK'
6,2017-09-03 18:23:11,904409453751128064,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10465.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
7,2017-09-03 18:20:33,904408789717327872,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10465.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
8,2017-08-31 13:18:24,903245589479124992,"NotifyNYC: .ConEdison responding to a power outage in QN ZIPs: 11368, 11373, & 11374.  Report service loss: 1-800-… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
9,2017-08-31 13:16:12,903245036900495360,".@ConEdison responding to a power outage in QN ZIPs: 11368, 11373, & 11374.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
